[2020.11.25 10:49:50 / lib_ea_2.mqh:1962][lib_ea_2.mqh:1950] op_Post_Take_Position
[lib_ea_2.mqh:1955]
symbol	AUDJPY
period	5
dp	dp_2__All_True
this file	[ea-4_tester-1].(20201125_104950).(tickets-data).log

[2020.11.25 10:49:50 / lib_ea_2.mqh:2111]	ticket-num	curr.datetime	Close.-20	Close.-19	Close.-18	Close.-17	Close.-16	Close.-15	Close.-14	Close.-13	Close.-12	Close.-11	Close.-10	Close.-9	Close.-8	Close.-7	Close.-6	Close.-5	Close.-4	Close.-3	Close.-2	Close.-1	u/d.-20	u/d.-19	u/d.-18	u/d.-17	u/d.-16	u/d.-15	u/d.-14	u/d.-13	u/d.-12	u/d.-11	u/d.-10	u/d.-9	u/d.-8	u/d.-7	u/d.-6	u/d.-5	u/d.-4	u/d.-3	u/d.-2	u/d.-1	width.-20	width.-19	width.-18	width.-17	width.-16	width.-15	width.-14	width.-13	width.-12	width.-11	width.-10	width.-9	width.-8	width.-7	width.-6	width.-5	width.-4	width.-3	width.-2	width.-1	w-level.-20	w-level.-19	w-level.-18	w-level.-17	w-level.-16	w-level.-15	w-level.-14	w-level.-13	w-level.-12	w-level.-11	w-level.-10	w-level.-9	w-level.-8	w-level.-7	w-level.-6	w-level.-5	w-level.-4	w-level.-3	w-level.-2	w-level.-1	MFI.-20	MFI.-19	MFI.-18	MFI.-17	MFI.-16	MFI.-15	MFI.-14	MFI.-13	MFI.-12	MFI.-11	MFI.-10	MFI.-9	MFI.-8	MFI.-7	MFI.-6	MFI.-5	MFI.-4	MFI.-3	MFI.-2	MFI.-1	RSI.-20	RSI.-19	RSI.-18	RSI.-17	RSI.-16	RSI.-15	RSI.-14	RSI.-13	RSI.-12	RSI.-11	RSI.-10	RSI.-9	RSI.-8	RSI.-7	RSI.-6	RSI.-5	RSI.-4	RSI.-3	RSI.-2	RSI.-1	Force.-20	Force.-19	Force.-18	Force.-17	Force.-16	Force.-15	Force.-14	Force.-13	Force.-12	Force.-11	Force.-10	Force.-9	Force.-8	Force.-7	Force.-6	Force.-5	Force.-4	Force.-3	Force.-2	Force.-1	BB-loc.-20	BB-loc.-19	BB-loc.-18	BB-loc.-17	BB-loc.-16	BB-loc.-15	BB-loc.-14	BB-loc.-13	BB-loc.-12	BB-loc.-11	BB-loc.-10	BB-loc.-9	BB-loc.-8	BB-loc.-7	BB-loc.-6	BB-loc.-5	BB-loc.-4	BB-loc.-3	BB-loc.-2	BB-loc.-1	
[2020.11.25 13:04:53 / lib_ea_2.mqh:2416]	29264184	2020.11.25 06:05:00	76.896	76.914	76.913	76.89100000000001	76.88500000000001	76.88500000000001	76.913	76.916	76.89400000000001	76.901	76.86799999999999	76.88800000000001	76.88500000000001	76.896	76.88	76.854	76.864	76.88200000000001	76.877	76.874	-1	1	-1	-1	-1	-1	1	1	-1	1	-1	1	-1	1	-1	-1	1	1	-1	-1	-0.027	0.018	-0.001	-0.02	-0.006	-0.001	0.03	0.004	-0.022	0.006	-0.034	0.022	-0.004	0.012	-0.015	-0.025	0.008999999999999999	0.017	-0.005	-0.004	-3	2	-1	-3	-1	-1	3	1	-3	1	-4	3	-1	2	-2	-3	1	2	-1	-1	31.893	36.90068	43.36682	43.75335	39.19617	40.05664	39.8286	38.73274	39.06151	38.7966	38.85929	43.0271	46.50319	52.07508	52.23947	44.08523	49.47946	48.49527	49.0037	49.47789	42.88853	46.24864	46.09006	42.69955	41.81645	41.81645	47.43756	48.0041	44.31686	45.71344	40.65362	44.56784	44.10849	46.24681	43.6877	39.91007	41.94253	45.43916	44.65281	44.17004	-0.63315	-0.274	-0.1456	0.07439999999999999	-0.66965	-0.8289	-0.6534	-0.9312	-0.68675	-0.84665	-0.9114	-0.4794	-0.34425	-0.6111	-0.79425	-2.0313	-1.1628	-0.702	-0.5589	-0.6076	5	4	4	5	5	5	4	4	5	4	6	5	5	4	5	6	5	4	4	4	
[2020.11.25 13:10:07 / lib_ea_2.mqh:2416]	29264211	2020.11.25 06:10:00	76.914	76.913	76.89100000000001	76.88500000000001	76.88500000000001	76.913	76.916	76.89400000000001	76.901	76.86799999999999	76.88800000000001	76.88500000000001	76.896	76.88	76.854	76.864	76.88200000000001	76.877	76.874	76.88200000000001	1	-1	-1	-1	-1	1	1	-1	1	-1	1	-1	1	-1	-1	1	1	-1	-1	1	0.018	-0.001	-0.02	-0.006	-0.001	0.03	0.004	-0.022	0.006	-0.034	0.022	-0.004	0.012	-0.015	-0.025	0.008999999999999999	0.017	-0.005	-0.004	0.007	2	-1	-3	-1	-1	3	1	-3	1	-4	3	-1	2	-2	-3	1	2	-1	-1	1	36.90068	43.36682	43.75335	39.19617	40.05664	39.8286	38.73274	39.06151	38.7966	38.85929	43.0271	46.50319	52.07508	52.23947	44.08523	49.47946	48.49527	49.0037	49.47789	52.71269	46.24864	46.09006	42.69955	41.81645	41.81645	47.43756	48.0041	44.31686	45.71344	40.65362	44.56784	44.10849	46.24681	43.6877	39.91007	41.94253	45.43916	44.65281	44.17004	45.81448	-0.274	-0.1456	0.07439999999999999	-0.66965	-0.8289	-0.6534	-0.9312	-0.68675	-0.84665	-0.9114	-0.4794	-0.34425	-0.6111	-0.79425	-2.0313	-1.1628	-0.702	-0.5589	-0.6076	-0.1064	4	4	5	5	5	4	4	5	4	6	5	5	4	5	6	5	4	4	4	4	
[2020.11.25 13:14:54 / lib_ea_2.mqh:2416]	29264239	2020.11.25 06:15:00	76.913	76.89100000000001	76.88500000000001	76.88500000000001	76.913	76.916	76.89400000000001	76.901	76.86799999999999	76.88800000000001	76.88500000000001	76.896	76.88	76.854	76.864	76.88200000000001	76.877	76.874	76.88200000000001	76.867	-1	-1	-1	-1	1	1	-1	1	-1	1	-1	1	-1	-1	1	1	-1	-1	1	-1	-0.001	-0.02	-0.006	-0.001	0.03	0.004	-0.022	0.006	-0.034	0.022	-0.004	0.012	-0.015	-0.025	0.008999999999999999	0.017	-0.005	-0.004	0.007	-0.017	-1	-3	-1	-1	3	1	-3	1	-4	3	-1	2	-2	-3	1	2	-1	-1	1	-2	43.36682	43.75335	39.19617	40.05664	39.8286	38.73274	39.06151	38.7966	38.85929	43.0271	46.50319	52.07508	52.23947	44.08523	49.47946	48.49527	49.0037	49.47789	52.71269	48.39428	46.09006	42.69955	41.81645	41.81645	47.43756	48.0041	44.31686	45.71344	40.65362	44.56784	44.10849	46.24681	43.6877	39.91007	41.94253	45.43916	44.65281	44.17004	45.81448	43.29744	-0.1456	0.07439999999999999	-0.66965	-0.8289	-0.6534	-0.9312	-0.68675	-0.84665	-0.9114	-0.4794	-0.34425	-0.6111	-0.79425	-2.0313	-1.1628	-0.702	-0.5589	-0.6076	-0.1064	-0.4559	4	5	5	5	4	4	5	4	6	5	5	4	5	6	5	4	4	4	4	5	
[2020.11.25 13:20:06 / lib_ea_2.mqh:2416]	29264260	2020.11.25 06:20:00	76.89100000000001	76.88500000000001	76.88500000000001	76.913	76.916	76.89400000000001	76.901	76.86799999999999	76.88800000000001	76.88500000000001	76.896	76.88	76.854	76.864	76.88200000000001	76.877	76.874	76.88200000000001	76.867	76.85899999999999	-1	-1	-1	1	1	-1	1	-1	1	-1	1	-1	-1	1	1	-1	-1	1	-1	-1	-0.02	-0.006	-0.001	0.03	0.004	-0.022	0.006	-0.034	0.022	-0.004	0.012	-0.015	-0.025	0.008999999999999999	0.017	-0.005	-0.004	0.007	-0.017	-0.01	-3	-1	-1	3	1	-3	1	-4	3	-1	2	-2	-3	1	2	-1	-1	1	-2	-2	43.75335	39.19617	40.05664	39.8286	38.73274	39.06151	38.7966	38.85929	43.0271	46.50319	52.07508	52.23947	44.08523	49.47946	48.49527	49.0037	49.47789	52.71269	48.39428	42.72913	42.69955	41.81645	41.81645	47.43756	48.0041	44.31686	45.71344	40.65362	44.56784	44.10849	46.24681	43.6877	39.91007	41.94253	45.43916	44.65281	44.17004	45.81448	43.29744	42.00195	0.07439999999999999	-0.66965	-0.8289	-0.6534	-0.9312	-0.68675	-0.84665	-0.9114	-0.4794	-0.34425	-0.6111	-0.79425	-2.0313	-1.1628	-0.702	-0.5589	-0.6076	-0.1064	-0.4559	-0.4158	5	5	5	4	4	5	4	6	5	5	4	5	6	5	4	4	4	4	5	5	
[2020.11.25 13:24:53 / lib_ea_2.mqh:2416]	29264278	2020.11.25 06:25:00	76.88500000000001	76.88500000000001	76.913	76.916	76.89400000000001	76.901	76.86799999999999	76.88800000000001	76.88500000000001	76.896	76.88	76.854	76.864	76.88200000000001	76.877	76.874	76.88200000000001	76.867	76.85899999999999	76.86499999999999	-1	-1	1	1	-1	1	-1	1	-1	1	-1	-1	1	1	-1	-1	1	-1	-1	1	-0.006	-0.001	0.03	0.004	-0.022	0.006	-0.034	0.022	-0.004	0.012	-0.015	-0.025	0.008999999999999999	0.017	-0.005	-0.004	0.007	-0.017	-0.01	0.006	-1	-1	3	1	-3	1	-4	3	-1	2	-2	-3	1	2	-1	-1	1	-2	-2	1	39.19617	40.05664	39.8286	38.73274	39.06151	38.7966	38.85929	43.0271	46.50319	52.07508	52.23947	44.08523	49.47946	48.49527	49.0037	49.47789	52.71269	48.39428	42.72913	47.12983	41.81645	41.81645	47.43756	48.0041	44.31686	45.71344	40.65362	44.56784	44.10849	46.24681	43.6877	39.91007	41.94253	45.43916	44.65281	44.17004	45.81448	43.29744	42.00195	43.34034	-0.66965	-0.8289	-0.6534	-0.9312	-0.68675	-0.84665	-0.9114	-0.4794	-0.34425	-0.6111	-0.79425	-2.0313	-1.1628	-0.702	-0.5589	-0.6076	-0.1064	-0.4559	-0.4158	-0.2652	5	5	4	4	5	4	6	5	5	4	5	6	5	4	4	4	4	5	5	5	
[2020.11.25 13:29:55 / lib_ea_2.mqh:2416]	29264349	2020.11.25 06:30:00	76.88500000000001	76.913	76.916	76.89400000000001	76.901	76.86799999999999	76.88800000000001	76.88500000000001	76.896	76.88	76.854	76.864	76.88200000000001	76.877	76.874	76.88200000000001	76.867	76.85899999999999	76.86499999999999	76.85599999999999	-1	1	1	-1	1	-1	1	-1	1	-1	-1	1	1	-1	-1	1	-1	-1	1	-1	-0.001	0.03	0.004	-0.022	0.006	-0.034	0.022	-0.004	0.012	-0.015	-0.025	0.008999999999999999	0.017	-0.005	-0.004	0.007	-0.017	-0.01	0.006	-0.007	-1	3	1	-3	1	-4	3	-1	2	-2	-3	1	2	-1	-1	1	-2	-2	1	-1	40.05664	39.8286	38.73274	39.06151	38.7966	38.85929	43.0271	46.50319	52.07508	52.23947	44.08523	49.47946	48.49527	49.0037	49.47789	52.71269	48.39428	42.72913	47.12983	47.18644	41.81645	47.43756	48.0041	44.31686	45.71344	40.65362	44.56784	44.10849	46.24681	43.6877	39.91007	41.94253	45.43916	44.65281	44.17004	45.81448	43.29744	42.00195	43.34034	41.81669	-0.8289	-0.6534	-0.9312	-0.68675	-0.84665	-0.9114	-0.4794	-0.34425	-0.6111	-0.79425	-2.0313	-1.1628	-0.702	-0.5589	-0.6076	-0.1064	-0.4559	-0.4158	-0.2652	-0.32045	5	4	4	5	4	6	5	5	4	5	6	5	4	4	4	4	5	5	5	5	
[2020.11.25 13:34:54 / lib_ea_2.mqh:2416]	29264380	2020.11.25 06:35:00	76.913	76.916	76.89400000000001	76.901	76.86799999999999	76.88800000000001	76.88500000000001	76.896	76.88	76.854	76.864	76.88200000000001	76.877	76.874	76.88200000000001	76.867	76.85899999999999	76.86499999999999	76.85599999999999	76.861	1	1	-1	1	-1	1	-1	1	-1	-1	1	1	-1	-1	1	-1	-1	1	-1	1	0.03	0.004	-0.022	0.006	-0.034	0.022	-0.004	0.012	-0.015	-0.025	0.008999999999999999	0.017	-0.005	-0.004	0.007	-0.017	-0.01	0.006	-0.007	0.006	3	1	-3	1	-4	3	-1	2	-2	-3	1	2	-1	-1	1	-2	-2	1	-1	1	39.8286	38.73274	39.06151	38.7966	38.85929	43.0271	46.50319	52.07508	52.23947	44.08523	49.47946	48.49527	49.0037	49.47789	52.71269	48.39428	42.72913	47.12983	47.18644	45.83596	47.43756	48.0041	44.31686	45.71344	40.65362	44.56784	44.10849	46.24681	43.6877	39.91007	41.94253	45.43916	44.65281	44.17004	45.81448	43.29744	42.00195	43.34034	41.81669	42.98877	-0.6534	-0.9312	-0.68675	-0.84665	-0.9114	-0.4794	-0.34425	-0.6111	-0.79425	-2.0313	-1.1628	-0.702	-0.5589	-0.6076	-0.1064	-0.4559	-0.4158	-0.2652	-0.32045	-0.2172	4	4	5	4	6	5	5	4	5	6	5	4	4	4	4	5	5	5	5	5	
[2020.11.25 13:40:03 / lib_ea_2.mqh:2416]	29264404	2020.11.25 06:40:00	76.916	76.89400000000001	76.901	76.86799999999999	76.88800000000001	76.88500000000001	76.896	76.88	76.854	76.864	76.88200000000001	76.877	76.874	76.88200000000001	76.867	76.85899999999999	76.86499999999999	76.85599999999999	76.861	76.871	1	-1	1	-1	1	-1	1	-1	-1	1	1	-1	-1	1	-1	-1	1	-1	1	1	0.004	-0.022	0.006	-0.034	0.022	-0.004	0.012	-0.015	-0.025	0.008999999999999999	0.017	-0.005	-0.004	0.007	-0.017	-0.01	0.006	-0.007	0.006	0.01	1	-3	1	-4	3	-1	2	-2	-3	1	2	-1	-1	1	-2	-2	1	-1	1	2	38.73274	39.06151	38.7966	38.85929	43.0271	46.50319	52.07508	52.23947	44.08523	49.47946	48.49527	49.0037	49.47789	52.71269	48.39428	42.72913	47.12983	47.18644	45.83596	44.53011	48.0041	44.31686	45.71344	40.65362	44.56784	44.10849	46.24681	43.6877	39.91007	41.94253	45.43916	44.65281	44.17004	45.81448	43.29744	42.00195	43.34034	41.81669	42.98877	45.30824	-0.9312	-0.68675	-0.84665	-0.9114	-0.4794	-0.34425	-0.6111	-0.79425	-2.0313	-1.1628	-0.702	-0.5589	-0.6076	-0.1064	-0.4559	-0.4158	-0.2652	-0.32045	-0.2172	-0.2646	4	5	4	6	5	5	4	5	6	5	4	4	4	4	5	5	5	5	5	4	
[2020.11.25 13:44:53 / lib_ea_2.mqh:2416]	29264422	2020.11.25 06:45:00	76.89400000000001	76.901	76.86799999999999	76.88800000000001	76.88500000000001	76.896	76.88	76.854	76.864	76.88200000000001	76.877	76.874	76.88200000000001	76.867	76.85899999999999	76.86499999999999	76.85599999999999	76.861	76.871	76.861	-1	1	-1	1	-1	1	-1	-1	1	1	-1	-1	1	-1	-1	1	-1	1	1	-1	-0.022	0.006	-0.034	0.022	-0.004	0.012	-0.015	-0.025	0.008999999999999999	0.017	-0.005	-0.004	0.007	-0.017	-0.01	0.006	-0.007	0.006	0.01	-0.012	-3	1	-4	3	-1	2	-2	-3	1	2	-1	-1	1	-2	-2	1	-1	1	2	-2	39.06151	38.7966	38.85929	43.0271	46.50319	52.07508	52.23947	44.08523	49.47946	48.49527	49.0037	49.47789	52.71269	48.39428	42.72913	47.12983	47.18644	45.83596	44.53011	39.22596	44.31686	45.71344	40.65362	44.56784	44.10849	46.24681	43.6877	39.91007	41.94253	45.43916	44.65281	44.17004	45.81448	43.29744	42.00195	43.34034	41.81669	42.98877	45.30824	43.44756	-0.68675	-0.84665	-0.9114	-0.4794	-0.34425	-0.6111	-0.79425	-2.0313	-1.1628	-0.702	-0.5589	-0.6076	-0.1064	-0.4559	-0.4158	-0.2652	-0.32045	-0.2172	-0.2646	-0.55	5	4	6	5	5	4	5	6	5	4	4	4	4	5	5	5	5	5	4	4	
[2020.11.25 13:49:55 / lib_ea_2.mqh:2416]	29264446	2020.11.25 06:50:00	76.901	76.86799999999999	76.88800000000001	76.88500000000001	76.896	76.88	76.854	76.864	76.88200000000001	76.877	76.874	76.88200000000001	76.867	76.85899999999999	76.86499999999999	76.85599999999999	76.861	76.871	76.861	76.84999999999999	1	-1	1	-1	1	-1	-1	1	1	-1	-1	1	-1	-1	1	-1	1	1	-1	-1	0.006	-0.034	0.022	-0.004	0.012	-0.015	-0.025	0.008999999999999999	0.017	-0.005	-0.004	0.007	-0.017	-0.01	0.006	-0.007	0.006	0.01	-0.012	-0.012	1	-4	3	-1	2	-2	-3	1	2	-1	-1	1	-2	-2	1	-1	1	2	-2	-2	38.7966	38.85929	43.0271	46.50319	52.07508	52.23947	44.08523	49.47946	48.49527	49.0037	49.47789	52.71269	48.39428	42.72913	47.12983	47.18644	45.83596	44.53011	39.22596	39.54508	45.71344	40.65362	44.56784	44.10849	46.24681	43.6877	39.91007	41.94253	45.43916	44.65281	44.17004	45.81448	43.29744	42.00195	43.34034	41.81669	42.98877	45.30824	43.44756	41.47536	-0.84665	-0.9114	-0.4794	-0.34425	-0.6111	-0.79425	-2.0313	-1.1628	-0.702	-0.5589	-0.6076	-0.1064	-0.4559	-0.4158	-0.2652	-0.32045	-0.2172	-0.2646	-0.55	-0.3674	4	6	5	5	4	5	6	5	4	4	4	4	5	5	5	5	5	4	4	5	
[2020.11.25 13:54:53 / lib_ea_2.mqh:2416]	29264462	2020.11.25 06:55:00	76.86799999999999	76.88800000000001	76.88500000000001	76.896	76.88	76.854	76.864	76.88200000000001	76.877	76.874	76.88200000000001	76.867	76.85899999999999	76.86499999999999	76.85599999999999	76.861	76.871	76.861	76.84999999999999	76.846	-1	1	-1	1	-1	-1	1	1	-1	-1	1	-1	-1	1	-1	1	1	-1	-1	-1	-0.034	0.022	-0.004	0.012	-0.015	-0.025	0.008999999999999999	0.017	-0.005	-0.004	0.007	-0.017	-0.01	0.006	-0.007	0.006	0.01	-0.012	-0.012	-0.002	-4	3	-1	2	-2	-3	1	2	-1	-1	1	-2	-2	1	-1	1	2	-2	-2	-1	38.85929	43.0271	46.50319	52.07508	52.23947	44.08523	49.47946	48.49527	49.0037	49.47789	52.71269	48.39428	42.72913	47.12983	47.18644	45.83596	44.53011	39.22596	39.54508	40.90813	40.65362	44.56784	44.10849	46.24681	43.6877	39.91007	41.94253	45.43916	44.65281	44.17004	45.81448	43.29744	42.00195	43.34034	41.81669	42.98877	45.30824	43.44756	41.47536	40.76702	-0.9114	-0.4794	-0.34425	-0.6111	-0.79425	-2.0313	-1.1628	-0.702	-0.5589	-0.6076	-0.1064	-0.4559	-0.4158	-0.2652	-0.32045	-0.2172	-0.2646	-0.55	-0.3674	-0.36025	6	5	5	4	5	6	5	4	4	4	4	5	5	5	5	5	4	4	5	5	
[2020.11.25 13:59:53 / lib_ea_2.mqh:2416]	29264479	2020.11.25 07:00:00	76.88800000000001	76.88500000000001	76.896	76.88	76.854	76.864	76.88200000000001	76.877	76.874	76.88200000000001	76.867	76.85899999999999	76.86499999999999	76.85599999999999	76.861	76.871	76.861	76.84999999999999	76.846	76.825	1	-1	1	-1	-1	1	1	-1	-1	1	-1	-1	1	-1	1	1	-1	-1	-1	-1	0.022	-0.004	0.012	-0.015	-0.025	0.008999999999999999	0.017	-0.005	-0.004	0.007	-0.017	-0.01	0.006	-0.007	0.006	0.01	-0.012	-0.012	-0.002	-0.021	3	-1	2	-2	-3	1	2	-1	-1	1	-2	-2	1	-1	1	2	-2	-2	-1	-3	43.0271	46.50319	52.07508	52.23947	44.08523	49.47946	48.49527	49.0037	49.47789	52.71269	48.39428	42.72913	47.12983	47.18644	45.83596	44.53011	39.22596	39.54508	40.90813	41.13626	44.56784	44.10849	46.24681	43.6877	39.91007	41.94253	45.43916	44.65281	44.17004	45.81448	43.29744	42.00195	43.34034	41.81669	42.98877	45.30824	43.44756	41.47536	40.76702	37.25122	-0.4794	-0.34425	-0.6111	-0.79425	-2.0313	-1.1628	-0.702	-0.5589	-0.6076	-0.1064	-0.4559	-0.4158	-0.2652	-0.32045	-0.2172	-0.2646	-0.55	-0.3674	-0.36025	-0.4128	5	5	4	5	6	5	4	4	4	4	5	5	5	5	5	4	4	5	5	6	
[2020.11.25 14:04:54 / lib_ea_2.mqh:2416]	29264550	2020.11.25 07:05:00	76.88500000000001	76.896	76.88	76.854	76.864	76.88200000000001	76.877	76.874	76.88200000000001	76.867	76.85899999999999	76.86499999999999	76.85599999999999	76.861	76.871	76.861	76.84999999999999	76.846	76.825	76.851	-1	1	-1	-1	1	1	-1	-1	1	-1	-1	1	-1	1	1	-1	-1	-1	-1	1	-0.004	0.012	-0.015	-0.025	0.008999999999999999	0.017	-0.005	-0.004	0.007	-0.017	-0.01	0.006	-0.007	0.006	0.01	-0.012	-0.012	-0.002	-0.021	0.027	-1	2	-2	-3	1	2	-1	-1	1	-2	-2	1	-1	1	2	-2	-2	-1	-3	3	46.50319	52.07508	52.23947	44.08523	49.47946	48.49527	49.0037	49.47789	52.71269	48.39428	42.72913	47.12983	47.18644	45.83596	44.53011	39.22596	39.54508	40.90813	41.13626	42.82253	44.10849	46.24681	43.6877	39.91007	41.94253	45.43916	44.65281	44.17004	45.81448	43.29744	42.00195	43.34034	41.81669	42.98877	45.30824	43.44756	41.47536	40.76702	37.25122	43.59127	-0.34425	-0.6111	-0.79425	-2.0313	-1.1628	-0.702	-0.5589	-0.6076	-0.1064	-0.4559	-0.4158	-0.2652	-0.32045	-0.2172	-0.2646	-0.55	-0.3674	-0.36025	-0.4128	-0.59385	5	4	5	6	5	4	4	4	4	5	5	5	5	5	4	4	5	5	6	4	
[2020.11.25 14:09:54 / lib_ea_2.mqh:2416]	29264583	2020.11.25 07:10:00	76.896	76.88	76.854	76.864	76.88200000000001	76.877	76.874	76.88200000000001	76.867	76.85899999999999	76.86499999999999	76.85599999999999	76.861	76.871	76.861	76.84999999999999	76.846	76.825	76.851	76.83799999999999	1	-1	-1	1	1	-1	-1	1	-1	-1	1	-1	1	1	-1	-1	-1	-1	1	-1	0.012	-0.015	-0.025	0.008999999999999999	0.017	-0.005	-0.004	0.007	-0.017	-0.01	0.006	-0.007	0.006	0.01	-0.012	-0.012	-0.002	-0.021	0.027	-0.013	2	-2	-3	1	2	-1	-1	1	-2	-2	1	-1	1	2	-2	-2	-1	-3	3	-2	52.07508	52.23947	44.08523	49.47946	48.49527	49.0037	49.47789	52.71269	48.39428	42.72913	47.12983	47.18644	45.83596	44.53011	39.22596	39.54508	40.90813	41.13626	42.82253	38.61622	46.24681	43.6877	39.91007	41.94253	45.43916	44.65281	44.17004	45.81448	43.29744	42.00195	43.34034	41.81669	42.98877	45.30824	43.44756	41.47536	40.76702	37.25122	43.59127	41.39021	-0.6111	-0.79425	-2.0313	-1.1628	-0.702	-0.5589	-0.6076	-0.1064	-0.4559	-0.4158	-0.2652	-0.32045	-0.2172	-0.2646	-0.55	-0.3674	-0.36025	-0.4128	-0.59385	-0.6157	4	5	6	5	4	4	4	4	5	5	5	5	5	4	4	5	5	6	4	5	
[2020.11.25 14:14:55 / lib_ea_2.mqh:2416]	29264611	2020.11.25 07:15:00	76.88	76.854	76.864	76.88200000000001	76.877	76.874	76.88200000000001	76.867	76.85899999999999	76.86499999999999	76.85599999999999	76.861	76.871	76.861	76.84999999999999	76.846	76.825	76.851	76.83799999999999	76.818	-1	-1	1	1	-1	-1	1	-1	-1	1	-1	1	1	-1	-1	-1	-1	1	-1	-1	-0.015	-0.025	0.008999999999999999	0.017	-0.005	-0.004	0.007	-0.017	-0.01	0.006	-0.007	0.006	0.01	-0.012	-0.012	-0.002	-0.021	0.027	-0.013	-0.021	-2	-3	1	2	-1	-1	1	-2	-2	1	-1	1	2	-2	-2	-1	-3	3	-2	-3	52.23947	44.08523	49.47946	48.49527	49.0037	49.47789	52.71269	48.39428	42.72913	47.12983	47.18644	45.83596	44.53011	39.22596	39.54508	40.90813	41.13626	42.82253	38.61622	33.13417	43.6877	39.91007	41.94253	45.43916	44.65281	44.17004	45.81448	43.29744	42.00195	43.34034	41.81669	42.98877	45.30824	43.44756	41.47536	40.76702	37.25122	43.59127	41.39021	38.26156	-0.79425	-2.0313	-1.1628	-0.702	-0.5589	-0.6076	-0.1064	-0.4559	-0.4158	-0.2652	-0.32045	-0.2172	-0.2646	-0.55	-0.3674	-0.36025	-0.4128	-0.59385	-0.6157	-0.7722	5	6	5	4	4	4	4	5	5	5	5	5	4	4	5	5	6	4	5	6	
[2020.11.25 14:19:54 / lib_ea_2.mqh:2416]	29264633	2020.11.25 07:20:00	76.854	76.864	76.88200000000001	76.877	76.874	76.88200000000001	76.867	76.85899999999999	76.86499999999999	76.85599999999999	76.861	76.871	76.861	76.84999999999999	76.846	76.825	76.851	76.83799999999999	76.818	76.79600000000001	-1	1	1	-1	-1	1	-1	-1	1	-1	1	1	-1	-1	-1	-1	1	-1	-1	-1	-0.025	0.008999999999999999	0.017	-0.005	-0.004	0.007	-0.017	-0.01	0.006	-0.007	0.006	0.01	-0.012	-0.012	-0.002	-0.021	0.027	-0.013	-0.021	-0.02	-3	1	2	-1	-1	1	-2	-2	1	-1	1	2	-2	-2	-1	-3	3	-2	-3	-3	44.08523	49.47946	48.49527	49.0037	49.47789	52.71269	48.39428	42.72913	47.12983	47.18644	45.83596	44.53011	39.22596	39.54508	40.90813	41.13626	42.82253	38.61622	33.13417	34.0432	39.91007	41.94253	45.43916	44.65281	44.17004	45.81448	43.29744	42.00195	43.34034	41.81669	42.98877	45.30824	43.44756	41.47536	40.76702	37.25122	43.59127	41.39021	38.26156	35.18225	-2.0313	-1.1628	-0.702	-0.5589	-0.6076	-0.1064	-0.4559	-0.4158	-0.2652	-0.32045	-0.2172	-0.2646	-0.55	-0.3674	-0.36025	-0.4128	-0.59385	-0.6157	-0.7722	-0.9618	6	5	4	4	4	4	5	5	5	5	5	4	4	5	5	6	4	5	6	6	
[2020.11.25 14:24:53 / lib_ea_2.mqh:2416]	29264673	2020.11.25 07:25:00	76.864	76.88200000000001	76.877	76.874	76.88200000000001	76.867	76.85899999999999	76.86499999999999	76.85599999999999	76.861	76.871	76.861	76.84999999999999	76.846	76.825	76.851	76.83799999999999	76.818	76.79600000000001	76.791	1	1	-1	-1	1	-1	-1	1	-1	1	1	-1	-1	-1	-1	1	-1	-1	-1	-1	0.008999999999999999	0.017	-0.005	-0.004	0.007	-0.017	-0.01	0.006	-0.007	0.006	0.01	-0.012	-0.012	-0.002	-0.021	0.027	-0.013	-0.021	-0.02	-0.004	1	2	-1	-1	1	-2	-2	1	-1	1	2	-2	-2	-1	-3	3	-2	-3	-3	-1	49.47946	48.49527	49.0037	49.47789	52.71269	48.39428	42.72913	47.12983	47.18644	45.83596	44.53011	39.22596	39.54508	40.90813	41.13626	42.82253	38.61622	33.13417	34.0432	35.78302	41.94253	45.43916	44.65281	44.17004	45.81448	43.29744	42.00195	43.34034	41.81669	42.98877	45.30824	43.44756	41.47536	40.76702	37.25122	43.59127	41.39021	38.26156	35.18225	34.51766	-1.1628	-0.702	-0.5589	-0.6076	-0.1064	-0.4559	-0.4158	-0.2652	-0.32045	-0.2172	-0.2646	-0.55	-0.3674	-0.36025	-0.4128	-0.59385	-0.6157	-0.7722	-0.9618	-1.03635	5	4	4	4	4	5	5	5	5	5	4	4	5	5	6	4	5	6	6	6	
