2016.11.07 15:31;USDCHF
no.;time;close;BB +2s
334;1476810000;0.98837;0.98967437
335;1476806400;0.98827;0.98966048
336;1476802800;0.98786;0.98969088
337;1476799200;0.98795;0.98982372
338;1476795600;0.98765;0.9898854
339;1476792000;0.98696;0.98991354
340;1476788400;0.98741;0.99004926
341;1476784800;0.98707;0.99007033
342;1476781200;0.98754;0.99006711
343;1476777600;0.98804;0.99005806
344;1476774000;0.98847;0.9900676
345;1476770400;0.98863;0.99019528
346;1476766800;0.989;0.99038684
347;1476763200;0.98838;0.99061049
348;1476759600;0.98907;0.99078231
349;1476756000;0.98836;0.99093816
350;1476752400;0.98792;0.99101875
351;1476748800;0.98799;0.99104227
352;1476745200;0.99029;0.99105194
353;1476741600;0.98873;0.99099797
354;1476738000;0.98813;0.99098385
355;1476734400;0.98863;0.99088622
356;1476730800;0.98928;0.99086653
357;1476727200;0.98889;0.99093039
358;1476723600;0.98869;0.99101882
359;1476720000;0.98988;0.99099043
360;1476716400;0.98915;0.9909721
361;1476712800;0.98955;0.9909674
362;1476709200;0.9893;0.99097737
363;1476705600;0.98915;0.99118005
364;1476702000;0.98986;0.99118921
365;1476698400;0.99024;0.99126019
366;1476694800;0.99052;0.99124672
367;1476691200;0.99044;0.99116421
368;1476687600;0.99044;0.99112647
369;1476684000;0.99018;0.99114654
370;1476507600;0.99028;0.99113006
371;1476504000;0.9904;0.99099483
372;1476500400;0.98982;0.99075625
373;1476496800;0.98952;0.99063422
374;1476493200;0.98981;0.99049291
375;1476489600;0.99013;0.99026423
376;1476486000;0.9886;0.98987143
377;1476482400;0.98824;0.98977889
378;1476478800;0.98903;0.98969817
379;1476475200;0.98939;0.98948099
380;1476471600;0.9894;0.9891317
381;1476468000;0.98899;0.9888147
382;1476464400;0.98758;0.98854948
383;1476460800;0.98881;0.98853068
384;1476457200;0.98778;0.98828407
385;1476453600;0.98778;0.98854053
386;1476450000;0.98764;0.98867662
387;1476446400;0.98703;0.98910261
388;1476442800;0.98623;0.98925249
389;1476439200;0.98618;0.98949092
390;1476435600;0.98641;0.98959696
391;1476432000;0.98662;0.98983317
392;1476428400;0.98604;0.98998399
393;1476424800;0.98627;0.98998117
394;1476421200;0.9861;0.990339
395;1476417600;0.98669;0.99070111
396;1476414000;0.98602;0.9909091
397;1476410400;0.98627;0.99097141
398;1476406800;0.98735;0.99102514
399;1476403200;0.98699;0.991217
400;1476399600;0.98795;0.99122898
401;1476396000;0.98774;0.99140368
402;1476392400;0.98742;0.99137373
403;1476388800;0.98775;0.99125427
404;1476385200;0.98886;0.9912432
405;1476381600;0.98849;0.99131296
406;1476378000;0.98958;0.99127705
407;1476374400;0.98842;0.99128387
408;1476370800;0.98901;0.99123908
409;1476367200;0.98847;0.99123527
410;1476363600;0.98929;0.99117777
411;1476360000;0.98896;0.99119148
412;1476356400;0.98829;0.99127636
413;1476352800;0.99037;0.99126644
414;1476349200;0.99079;0.99120146
415;1476345600;0.99019;0.99109923
416;1476342000;0.99016;0.99110338
417;1476338400;0.99033;0.99106404
418;1476334800;0.99064;0.99095124
419;1476331200;0.99014;0.99075339
420;1476327600;0.99074;0.99066067
421;1476324000;0.98954;0.99041464
422;1476320400;0.98885;0.99035407
423;1476316800;0.99032;0.99034994
424;1476313200;0.99032;0.99011415
425;1476309600;0.98934;0.98985496
426;1476306000;0.98973;0.98980168
427;1476302400;0.98898;0.98964026
428;1476298800;0.98911;0.98963896
429;1476295200;0.98935;0.989582
430;1476291600;0.9899;0.98960782
431;1476288000;0.98822;0.98963966
432;1476284400;0.98836;0.98966601
433;1476280800;0.98917;0.98964815
434;1476277200;0.9884;0.98970985
435;1476273600;0.98807;0.98976437
